mat_hash,mat_name,material_texture_field_offset,tex_hash,tex_name,occurrences,unique_pack_count,context_variant_count,context_dependent,serialized_pointer_values,example_packs
0X0021B659,h16i02_doorframechrch_diamdoorframe,0x00000020,0X0DAAE961,h16i02_glassdiamond_dif,1,1,1,0,0x00001080,H16I02.PCPACK
0X0021B659,h16i02_doorframechrch_diamdoorframe,0x00000030,0X0DAB246B,h16i02_glassdiamond_ref,1,1,1,0,0x00001091,H16I02.PCPACK
0X0021B659,h16i02_doorframechrch_diamdoorframe,0x00000070,0XC30DACCA,h16i02_glassdiamond_norm,1,1,1,0,0x00001218,H16I02.PCPACK
0X0021B659,h16i02_doorframechrch_diamdoorframe,0x00000074,0X868BAE13,h16i02_envromap_dif,1,1,1,0,0x0000117F,H16I02.PCPACK
0X0025E5BF,mc5i04_bigdoortopwall_bigdoor,0x00000028,0X411B66D8,mc5_s_white_panel_dif,1,1,1,0,0x00002D50,MEGACITY_STRIP_MC5.PCPACK
0X0025E5BF,mc5i04_bigdoortopwall_bigdoor,0x00000030,0XB0350F6D,mc5_s_mtlpanels_spe,1,1,1,0,0x00002FE7,MEGACITY_STRIP_MC5.PCPACK
0X0025E5BF,mc5i04_bigdoortopwall_bigdoor,0x00000038,0XB03509C2,mc5_s_mtlpanels_ref,1,1,1,0,0x00002FD6,MEGACITY_STRIP_MC5.PCPACK
0X0025E5BF,mc5i04_bigdoortopwall_bigdoor,0x00000078,0XB034DF88,mc5_s_mtlpanels_hgt,1,1,1,0,0x00002FC5,MEGACITY_STRIP_MC5.PCPACK
0X0025E5BF,mc5i04_bigdoortopwall_bigdoor,0x0000007C,0XCC30EE5F,mc5_s_env,1,1,1,0,0x000030A2,MEGACITY_STRIP_MC5.PCPACK
0X002CAF56,md1i01_elevdownmd1i01_esc_baulster,0x00000020,0XBB78C541,md1_s_imb_grey,1,1,1,0,0x00003A2F,MEGACITY_STRIP_MD1.PCPACK
0X002CAF56,md1i01_elevdownmd1i01_esc_baulster,0x00000028,0X226769BC,md1_s_crosshatch_metal_spc,1,1,1,0,0x000033CF,MEGACITY_STRIP_MD1.PCPACK
0X002CAF56,md1i01_elevdownmd1i01_esc_baulster,0x0000002C,0X2A9E837F,md1_s_scuffed_metal_spx,1,1,1,0,0x0000348A,MEGACITY_STRIP_MD1.PCPACK
0X002CAF56,md1i01_elevdownmd1i01_esc_baulster,0x00000030,0X226769BC,md1_s_crosshatch_metal_spc,1,1,1,0,0x000033CF,MEGACITY_STRIP_MD1.PCPACK
0X002CAF56,md1i01_elevdownmd1i01_esc_baulster,0x00000074,0X68DE3372,md1i01_cube_env,1,1,1,0,0x00003699,MEGACITY_STRIP_MD1.PCPACK
0X00354A0E,l20_square_windowwindowa,0x00000038,0XFB9409E2,l20_windowa_ref,1,1,1,0,0x00003EF5,L20.PCPACK
0X003CD8F5,sc_laserfence_postsc_elev_int01_laserfence,0x00000028,0X0D655C3E,sc_elev_int01_dif,1,1,1,0,0x00002C72,MEGACITY_STRIP_C.PCPACK
0X003CD8F5,sc_laserfence_postsc_elev_int01_laserfence,0x00000030,0X0D659CF3,sc_elev_int01_spe,1,1,1,0,0x00002C94,MEGACITY_STRIP_C.PCPACK
0X003CD8F5,sc_laserfence_postsc_elev_int01_laserfence,0x00000078,0X0D656D0E,sc_elev_int01_hgt,1,1,1,0,0x00002C83,MEGACITY_STRIP_C.PCPACK
0X00449CA2,ma1_s_smrubblebma1_clean_metal_dark,0x00000028,0X7CB9DAF0,ma1_s_mtlpipes_dif,1,1,1,0,0x000028BF,MA1I02.PCPACK
0X00449CA2,ma1_s_smrubblebma1_clean_metal_dark,0x0000007C,0X370B419C,ma1_environment01_env,1,1,1,0,0x00002826,MA1I02.PCPACK
0X0044AA20,sew_f10_pipe_mainew_f_rmf_pipe_end_lg,0x00000020,0X6D8898C6,sew_f_s_pipe01_dif,1,1,1,0,0x00001E46,SEW_F10.PCPACK
0X0044AA20,sew_f10_pipe_mainew_f_rmf_pipe_end_lg,0x00000070,0X6D88A996,sew_f_s_pipe01_hgt,1,1,1,0,0x00001E57,SEW_F10.PCPACK
0X004E1D25,s_stofro_com_5x5_12adoor,0x00000020,0XA370FE18,s_mat_wood_cherry,1,1,1,0,0x0001CC59,MEGACITY.PCPACK
0X004E1D25,s_stofro_com_5x5_12adoor,0x00000028,0XD1A82A3A,s_mat_wood_cherry_hgt,1,1,1,0,0x0001DA29,MEGACITY.PCPACK
0X00563C42,s_stofro_com_5x5_12asign,0x00000020,0X059FB368,s_stofro_sundry_market_01_dif,1,1,1,0,0x00019B35,MEGACITY.PCPACK
0X0059B531,k19i05_shopefrontak19i05_shopefront_ceil,0x00000070,0X03C76412,k19i05_wal_brick_hgt,1,1,1,0,0x000009FC,K19I05.PCPACK
0X005BDA82,sub_f04rsub_f04_tracksup_ground_md,0x00000028,0X7E9DB7FB,sub_f04_tunelground_dif,1,1,1,0,0x000010CE,SUB_F04.PCPACK
0X005C119A,k19i05_shopefrontak19i05_shopefront_gold,0x00000020,0X1B841B4D,k19i05_goldmetal_dif,1,1,1,0,0x00000A0D,K19I05.PCPACK
0X005EAEBB,sub_f01rsub_f01_mainrom_yellow_bumped,0x00000028,0X513B6EF2,sub_f01_yellowbar_dif,1,1,1,0,0x0000108A,SUB_F01.PCPACK
0X005EAEBB,sub_f01rsub_f01_mainrom_yellow_bumped,0x00000030,0XCB14A273,sub_f01_vent_a_spe,1,1,1,0,0x00001112,SUB_F01.PCPACK
0X006035A6,s_stofro_com_5x5_12bdoor,0x00000020,0XA370FE18,s_mat_wood_cherry,1,1,1,0,0x0001CC59,MEGACITY.PCPACK
0X006035A6,s_stofro_com_5x5_12bdoor,0x00000028,0XD1A82A3A,s_mat_wood_cherry_hgt,1,1,1,0,0x0001DA29,MEGACITY.PCPACK
0X0063C086,mh1i01r1diamond7,0x00000028,0X8209B584,mh1i01_nonslip_dif,1,1,1,0,0x000034BE,MEGACITY_STRIP_MH1.PCPACK
0X0063C086,mh1i01r1diamond7,0x00000030,0X8209F639,mh1i01_nonslip_spe,1,1,1,0,0x000034E0,MEGACITY_STRIP_MH1.PCPACK
0X0063C086,mh1i01r1diamond7,0x00000034,0X8209F639,mh1i01_nonslip_spe,1,1,1,0,0x000034E0,MEGACITY_STRIP_MH1.PCPACK
0X0063C086,mh1i01r1diamond7,0x00000078,0X8209C654,mh1i01_nonslip_hgt,1,1,1,0,0x000034CF,MEGACITY_STRIP_MH1.PCPACK
0X0063C086,mh1i01r1diamond7,0x0000007C,0XD7A8944B,mh1i01_enviro01_env,1,1,1,0,0x00003700,MEGACITY_STRIP_MH1.PCPACK
0X006854C3,s_stofro_com_5x5_12bsign,0x00000020,0X059FB368,s_stofro_sundry_market_01_dif,1,1,1,0,0x00019B35,MEGACITY.PCPACK
0X006854C3,s_stofro_com_5x5_12bsign,0x00000028,0X1CCAC1AE,s_stofro_sgn_elec,1,1,1,0,0x0001A4C5,MEGACITY.PCPACK
0X0068EF33,k19i03_windowbarsk19i02_windowbars_bar,0x00000028,0X6E665D85,k19i02_rustmet_dif,1,1,1,0,0x00000BA6,K19I03.PCPACK
0X007C91B3,sub_b05rsub_b05_backwall_floor,0x00000020,0X2DF41329,sub_b05_floor_decal,1,1,1,0,0x00000DED,SUB_B05.PCPACK
0X007C91B3,sub_b05rsub_b05_backwall_floor,0x00000024,0X04876F59,sub_b05_floor_normal,1,1,1,0,0x00000D54,SUB_B05.PCPACK
0X007C91B3,sub_b05rsub_b05_backwall_floor,0x00000028,0XAAED5D07,sub_b05_stainflat_dif,1,1,1,0,0x00000EA8,SUB_B05.PCPACK
0X007EB8E3,e15_final_lodconcrete_lod,0x0000002C,0X33F48D91,concrete_lod,1,1,1,0,0x0001AAF2,MEGACITY.PCPACK
0X007EB8E3,e15_final_lodconcrete_lod,0x00000048,0XA57D2CEE,road_horizon,1,1,1,0,0x0001CD03,MEGACITY.PCPACK
0X00861494,s_stofro_gen_restaurantsfmix5x5_11b_awngrate,0x00000028,0X70DB96F7,s_mat_grate_00_dif,1,1,1,0,0x0001BB8C,MEGACITY.PCPACK
0X00861494,s_stofro_gen_restaurantsfmix5x5_11b_awngrate,0x0000002C,0X70DBC6A4,s_mat_grate_00_opa,1,1,1,0,0x0001BBAE,MEGACITY.PCPACK
0X00861494,s_stofro_gen_restaurantsfmix5x5_11b_awngrate,0x00000078,0X70DBC6A4,s_mat_grate_00_opa,1,1,1,0,0x0001BBAE,MEGACITY.PCPACK
0X00873164,e06_final_lodsidewalk_lod,0x0000002C,0X3AB0DE32,sidewalk_lod,1,1,1,0,0x0001ACCE,MEGACITY.PCPACK
0X00873164,e06_final_lodsidewalk_lod,0x00000048,0XA57D2CEE,road_horizon,1,1,1,0,0x0001CD03,MEGACITY.PCPACK
0X008BE570,mc5i04_locker_locker,0x00000028,0X411B66D8,mc5_s_white_panel_dif,1,1,1,0,0x00002D50,MEGACITY_STRIP_MC5.PCPACK
0X008BE570,mc5i04_locker_locker,0x00000030,0XB0350F6D,mc5_s_mtlpanels_spe,1,1,1,0,0x00002FE7,MEGACITY_STRIP_MC5.PCPACK
0X008BE570,mc5i04_locker_locker,0x00000038,0XB0350F6D,mc5_s_mtlpanels_spe,1,1,1,0,0x00002FE7,MEGACITY_STRIP_MC5.PCPACK
0X008BE570,mc5i04_locker_locker,0x00000078,0XB034DF88,mc5_s_mtlpanels_hgt,1,1,1,0,0x00002FC5,MEGACITY_STRIP_MC5.PCPACK
0X008BE570,mc5i04_locker_locker,0x0000007C,0XCC30EE5F,mc5_s_env,1,1,1,0,0x000030A2,MEGACITY_STRIP_MC5.PCPACK
0X0094F78A,sub_c01_hrailasub_c01_hraila_el,0x00000030,0XBDD60F69,sub_c01_tracksclean_dif,1,1,1,0,0x0000106A,SUB_C01.PCPACK
0X0094F78A,sub_c01_hrailasub_c01_hraila_el,0x00000038,0XBDD60F69,sub_c01_tracksclean_dif,1,1,1,0,0x0000106A,SUB_C01.PCPACK
0X0094F78A,sub_c01_hrailasub_c01_hraila_el,0x0000007C,0XAF156ABD,sub_c01_env_env,1,1,1,0,0x00001048,SUB_C01.PCPACK
0X0097F352,h04se_beamah04se_beama,0x00000028,0X5B41530C,h04se_pillarmetal_dif,1,1,1,0,0x00001366,H04SE.PCPACK
0X0097F352,h04se_beamah04se_beama,0x00000030,0X8FE4EC1A,h04se_lw_pipe_spe,1,1,1,0,0x000014BA,H04SE.PCPACK
0X0097F352,h04se_beamah04se_beama,0x00000078,0X5B4163DC,h04se_pillarmetal_hgt,1,1,1,0,0x00001377,H04SE.PCPACK
0X00997937,ma4i03_debrisdma4i03_roof_metal_y,0x00000028,0XD4BB5F9B,ma4_s_yell_dif,1,1,1,0,0x00004EE8,MEGACITY_STRIP_MA4.PCPACK
0X00997937,ma4i03_debrisdma4i03_roof_metal_y,0x00000030,0XE7179BBE,ma4i01_s_cre_01_spe,1,1,1,0,0x0000504D,MEGACITY_STRIP_MA4.PCPACK
0X00997937,ma4i03_debrisdma4i03_roof_metal_y,0x00000034,0XE7179BBE,ma4i01_s_cre_01_spe,1,1,1,0,0x0000504D,MEGACITY_STRIP_MA4.PCPACK
0X00997937,ma4i03_debrisdma4i03_roof_metal_y,0x00000078,0XD4BB5F9B,ma4_s_yell_dif,1,1,1,0,0x00004EE8,MEGACITY_STRIP_MA4.PCPACK
0X00A580DF,sub_f04rsub_e01_mainrom_stairs_pat,0x00000028,0X3B4E110F,sub_f04_mouldpatern_dif,1,1,1,0,0x0000108A,SUB_F04.PCPACK
0X00A580DF,sub_f04rsub_e01_mainrom_stairs_pat,0x00000078,0X3B4E21DF,sub_f04_mouldpatern_hgt,1,1,1,0,0x0000109B,SUB_F04.PCPACK
0X00A7E2D9,m03serm03se_standpipeb_chels,0x00000028,0XC905902D,m03se_rustmet_dif,1,1,1,0,0x000013AD,M03SE.PCPACK
0X00A7E2D9,m03serm03se_standpipeb_chels,0x00000030,0X12001AA2,m03se_metrust_spe,1,1,1,0,0x00001017,M03SE.PCPACK
0X00AE3BA1,sew_a02rsew_a02_cos_mr_rmb_platform_warningstrip,0x00000028,0X2DF794FD,sew_a_mtlwrngstrip_dif,1,1,1,0,0x000036F9,MEGACITY_STRIP_SEW_A.PCPACK
0X00AE3BA1,sew_a02rsew_a02_cos_mr_rmb_platform_warningstrip,0x00000030,0X08B825DC,sew_a_mtlgen_spe,1,1,1,0,0x000035A5,MEGACITY_STRIP_SEW_A.PCPACK
0X00AE3BA1,sew_a02rsew_a02_cos_mr_rmb_platform_warningstrip,0x0000007C,0X36DD2ED7,sew_a_env,1,1,1,0,0x00003781,MEGACITY_STRIP_SEW_A.PCPACK
0X00B2079E,m03serm03se_tile_wall,0x00000020,0XF351FEC1,m03se_wallr_decal,1,1,1,0,0x00001424,M03SE.PCPACK
0X00B2079E,m03serm03se_tile_wall,0x00000024,0XB4C37E2B,m03se_wallr_hgt,1,1,1,0,0x00001347,M03SE.PCPACK
0X00B2079E,m03serm03se_tile_wall,0x00000028,0X7B1A94F4,m03se_dirtb_decal,1,1,1,0,0x000011C0,M03SE.PCPACK
0X00B2079E,m03serm03se_tile_wall,0x0000002C,0X97D18FB1,m03se_grunge_hgt,1,1,1,0,0x000012AE,M03SE.PCPACK
0X00B8F67E,mc2i04rmc2i04_glass014,0x0000007C,0XEFF86A37,mc2i04_env,1,1,1,0,0x000015C0,MC2I04.PCPACK
0X00BB903B,s_entry_com_5x5_3aawninggate,0x00000020,0X70DB96F7,s_mat_grate_00_dif,1,1,1,0,0x0001BB8C,MEGACITY.PCPACK
0X00BB903B,s_entry_com_5x5_3aawninggate,0x00000070,0X70DBC6A4,s_mat_grate_00_opa,1,1,1,0,0x0001BBAE,MEGACITY.PCPACK
0X00C70198,hai01_floor_vase_bhai01_floor_vase_b_metal,0x00000020,0X57E3EB7B,hai01_vase_stone_dif,1,1,1,0,0x000015E0,MEGACITY_STRIP_HA.PCPACK
0X00C70198,hai01_floor_vase_bhai01_floor_vase_b_metal,0x00000028,0XE7C329E9,hai01_plastic_spe,1,1,1,0,0x00001A97,MEGACITY_STRIP_HA.PCPACK
0X00C70198,hai01_floor_vase_bhai01_floor_vase_b_metal,0x00000070,0X57E3EB7B,hai01_vase_stone_dif,1,1,1,0,0x000015E0,MEGACITY_STRIP_HA.PCPACK
0X00C70198,hai01_floor_vase_bhai01_floor_vase_b_metal,0x00000074,0XDDC69FFB,hai01_env,1,1,1,0,0x00001A31,MEGACITY_STRIP_HA.PCPACK
0X00C7D47A,mc3i02_ent_floorgratemc3i02_grill_sm_mtl,0x00000020,0X77727D27,mc3_floor_grate_sm_dif,1,1,1,0,0x00001BAF,MEGACITY_STRIP_MC3.PCPACK
0X00C7D47A,mc3i02_ent_floorgratemc3i02_grill_sm_mtl,0x00000024,0X7772ACD4,mc3_floor_grate_sm_opa,1,1,1,0,0x00001BC0,MEGACITY_STRIP_MC3.PCPACK
0X00C7D47A,mc3i02_ent_floorgratemc3i02_grill_sm_mtl,0x00000028,0X2E4654E6,mc3_s_lab_rfl,1,1,1,0,0x000019C2,MEGACITY_STRIP_MC3.PCPACK
0X00C7D47A,mc3i02_ent_floorgratemc3i02_grill_sm_mtl,0x00000030,0X2E4654E6,mc3_s_lab_rfl,1,1,1,0,0x000019C2,MEGACITY_STRIP_MC3.PCPACK
0X00C7D47A,mc3i02_ent_floorgratemc3i02_grill_sm_mtl,0x00000074,0XCFFA1B21,mc03_placeholder5x5_aaa_env,1,1,1,0,0x00001F78,MEGACITY_STRIP_MC3.PCPACK
0X00D0AB76,mc5i04_laserhallway_colmc3_s_laserhallway_metal_1,0x00000028,0X694BBC0D,mc5i04_lasermetal_dif,1,1,1,0,0x0000192A,STORY_SCORPION_2.PCPACK
0X00D0AB76,mc5i04_laserhallway_colmc3_s_laserhallway_metal_1,0x00000030,0X3C2B84E7,mc5i04_lab_spe,1,1,1,0,0x0000182B,STORY_SCORPION_2.PCPACK
0X00D0AB76,mc5i04_laserhallway_colmc3_s_laserhallway_metal_1,0x00000038,0X3C2B7F63,mc5i04_lab_rfl,1,1,1,0,0x0000181A,STORY_SCORPION_2.PCPACK
0X00D0AB76,mc5i04_laserhallway_colmc3_s_laserhallway_metal_1,0x00000078,0XC408EE9A,mc5i04_mtlgen_hgt,1,1,1,0,0x00001B4A,STORY_SCORPION_2.PCPACK
0X00D0AB76,mc5i04_laserhallway_colmc3_s_laserhallway_metal_1,0x0000007C,0X1C14CCCF,s_mat_enviro01_env,1,1,1,0,0x0000171B,STORY_SCORPION_2.PCPACK
0X00D0AB77,mc5i04_laserhallway_colmc3_s_laserhallway_metal_2,0x00000028,0X694BBC0D,mc5i04_lasermetal_dif,1,1,1,0,0x0000192A,STORY_SCORPION_2.PCPACK
0X00D0AB77,mc5i04_laserhallway_colmc3_s_laserhallway_metal_2,0x00000030,0X3C2B84E7,mc5i04_lab_spe,1,1,1,0,0x0000182B,STORY_SCORPION_2.PCPACK
0X00D0AB77,mc5i04_laserhallway_colmc3_s_laserhallway_metal_2,0x00000038,0X3C2B7F63,mc5i04_lab_rfl,1,1,1,0,0x0000181A,STORY_SCORPION_2.PCPACK
0X00D0AB77,mc5i04_laserhallway_colmc3_s_laserhallway_metal_2,0x00000078,0XC408EE9A,mc5i04_mtlgen_hgt,1,1,1,0,0x00001B4A,STORY_SCORPION_2.PCPACK
0X00D0AB77,mc5i04_laserhallway_colmc3_s_laserhallway_metal_2,0x0000007C,0X1C14CCCF,s_mat_enviro01_env,1,1,1,0,0x0000171B,STORY_SCORPION_2.PCPACK
0X00D0AB78,mc5i04_laserhallway_colmc3_s_laserhallway_metal_3,0x00000028,0X694BBC0D,mc5i04_lasermetal_dif,1,1,1,0,0x0000192A,STORY_SCORPION_2.PCPACK
0X00D0AB78,mc5i04_laserhallway_colmc3_s_laserhallway_metal_3,0x00000030,0X3C2B84E7,mc5i04_lab_spe,1,1,1,0,0x0000182B,STORY_SCORPION_2.PCPACK
0X00D0AB78,mc5i04_laserhallway_colmc3_s_laserhallway_metal_3,0x00000038,0X3C2B7F63,mc5i04_lab_rfl,1,1,1,0,0x0000181A,STORY_SCORPION_2.PCPACK
0X00D0AB78,mc5i04_laserhallway_colmc3_s_laserhallway_metal_3,0x00000078,0XC408EE9A,mc5i04_mtlgen_hgt,1,1,1,0,0x00001B4A,STORY_SCORPION_2.PCPACK
0X00D0AB78,mc5i04_laserhallway_colmc3_s_laserhallway_metal_3,0x0000007C,0X1C14CCCF,s_mat_enviro01_env,1,1,1,0,0x0000171B,STORY_SCORPION_2.PCPACK
0X00D21285,m08serm08se_smallgate,0x00000020,0X8870AACC,m08se_pipe_dif,1,1,1,0,0x00000E40,M08SE.PCPACK
0X00D21285,m08serm08se_smallgate,0x00000028,0X42653F67,m08se_metrust_spe,1,1,1,0,0x00000D1F,M08SE.PCPACK
0X00D7840D,ma1i03rma1i02_cos_4flr_elev,0x00000028,0X4C4821E7,ma1_s_opaqueglass_dif,1,1,1,0,0x0000025E,MA1I03.PCPACK
0X00D7840D,ma1i03rma1i02_cos_4flr_elev,0x0000007C,0X371D5A1D,ma1_environment02_env,1,1,1,0,0x0000023C,MA1I03.PCPACK
0X00DD5EE2,s_entry_res_5x5_2aopenneon,0x00000020,0XF064F56C,s_stofro_openclosed_dif,1,1,1,0,0x0001E199,MEGACITY.PCPACK
0X00DD5EE2,s_entry_res_5x5_2aopenneon,0x00000034,0XF064FA34,s_stofro_openclosed_emi,1,1,1,0,0x0001E1AA,MEGACITY.PCPACK
0X00DD5EE2,s_entry_res_5x5_2aopenneon,0x00000074,0X86592900,s_blg_envmap3,1,1,1,0,0x0001C2A7,MEGACITY.PCPACK
0X00E3CDDC,sub_e01rsub_e01_handrail_ch,0x00000028,0X1F8ADBEB,sub_e01_tracksclean_dif,1,1,1,0,0x000013D6,SUB_E01.PCPACK
0X00E412E7,j21rpark_parkpath,0x00000030,0XCEFE1C6C,s_str_parkpath_spe,1,1,1,0,0x00002BC0,J21.PCPACK
0X00E412E7,j21rpark_parkpath,0x00000034,0XCEFE1C6C,s_str_parkpath_spe,1,1,1,0,0x00002BC0,J21.PCPACK
0X00E412E7,j21rpark_parkpath,0x00000044,0XCEFDEC87,s_str_parkpath_hgt,1,1,1,0,0x00002BAF,J21.PCPACK
0X00E4B024,mc3bld_col_gardensm_placeholder,0x00000014,0X3B3E2D57,mc03_placeholder5x5,1,1,1,0,0x00003CC1,MEGACITY_STRIP_E.PCPACK
0X00E8CCC5,n05i01_directoryj_n05i01_poster2,0x00000028,0X31755716,sn05i01_poster9_00_dif,1,1,1,0,0x00000D6C,N05I01.PCPACK
0X00E8CCC5,n05i01_directoryj_n05i01_poster2,0x00000030,0X31759247,sn05i01_poster9_00_rfl,1,1,1,0,0x00000D7D,N05I01.PCPACK
0X00E8CCC5,n05i01_directoryj_n05i01_poster2,0x00000034,0X31759247,sn05i01_poster9_00_rfl,1,1,1,0,0x00000D7D,N05I01.PCPACK
0X00E8CCC5,n05i01_directoryj_n05i01_poster2,0x00000038,0X31759247,sn05i01_poster9_00_rfl,1,1,1,0,0x00000D7D,N05I01.PCPACK
0X00E8CCC5,n05i01_directoryj_n05i01_poster2,0x0000003C,0XA7EA5E98,sn05i01_poster3_00_emi,1,1,1,0,0x00000F8C,N05I01.PCPACK
0X00E8CCC5,n05i01_directoryj_n05i01_poster2,0x00000078,0X31759247,sn05i01_poster9_00_rfl,1,1,1,0,0x00000D7D,N05I01.PCPACK
0X00E8CCC5,n05i01_directoryj_n05i01_poster2,0x0000007C,0XF3A9597E,sn05i01_blg_envmapt,1,1,1,0,0x000010E0,N05I01.PCPACK
0X00EB810D,p06_shelvesbp06_shelvesb_package,0x00000028,0X77C5C051,p06i01_packages01_dif,1,1,1,0,0x00001345,P06I01.PCPACK
0X00EEE565,ma1_ent_theachair_bleather 2,0x00000030,0X727408EB,ma1i09_chairback01_hgt,1,1,1,0,0x00000AEE,MA1I09.PCPACK
0X00EEE565,ma1_ent_theachair_bleather 2,0x00000034,0X727408EB,ma1i09_chairback01_hgt,1,1,1,0,0x00000AEE,MA1I09.PCPACK
0X00F3522D,itm_lizcorpse3shaft,0x00000028,0X12D2B91D,itm_kravenspear_dif,1,1,1,0,0x00000EFF,STORY_LIZARD_3_GENERAL_PACK.PCPACK
0X00F3522D,itm_lizcorpse3shaft,0x00000030,0X12D2F9D2,itm_kravenspear_spe,1,1,1,0,0x00000F21,STORY_LIZARD_3_GENERAL_PACK.PCPACK
0X00F3522D,itm_lizcorpse3shaft,0x00000034,0X12D2F9D2,itm_kravenspear_spe,1,1,1,0,0x00000F21,STORY_LIZARD_3_GENERAL_PACK.PCPACK
0X00F3522D,itm_lizcorpse3shaft,0x00000038,0X12D2F9D2,itm_kravenspear_spe,1,1,1,0,0x00000F21,STORY_LIZARD_3_GENERAL_PACK.PCPACK
0X00F3522D,itm_lizcorpse3shaft,0x00000078,0XA06B2F53,ch_normal,1,1,1,0,0x0000142D,STORY_LIZARD_3_GENERAL_PACK.PCPACK
0X00FABD38,sub_b_hrailbsub_b_hrailb,0x00000030,0X2A3BF665,sub_05_hraila_spe,1,1,1,0,0x00000DDC,SUB_B05.PCPACK
0X00FF47DA,b17rstripb_s_elev_ceiling_b2,0x00000028,0X218C706C,sb_elev_ceiling_dif,1,1,1,0,0x000020F1,MEGACITY_STRIP_B.PCPACK
0X00FF47DA,b17rstripb_s_elev_ceiling_b2,0x00000030,0X218CB121,sb_elev_ceiling_spe,1,1,1,0,0x00002113,MEGACITY_STRIP_B.PCPACK
0X00FF47DA,b17rstripb_s_elev_ceiling_b2,0x00000078,0X218C813C,sb_elev_ceiling_hgt,1,1,1,0,0x00002102,MEGACITY_STRIP_B.PCPACK
0X00FF49A8,b17rstripb_s_elev_ceiling_p2,0x00000028,0X218C706C,sb_elev_ceiling_dif,1,1,1,0,0x000020F1,MEGACITY_STRIP_B.PCPACK
0X00FF49A8,b17rstripb_s_elev_ceiling_p2,0x00000030,0X218CB121,sb_elev_ceiling_spe,1,1,1,0,0x00002113,MEGACITY_STRIP_B.PCPACK
0X00FF49A8,b17rstripb_s_elev_ceiling_p2,0x00000078,0X218C813C,sb_elev_ceiling_hgt,1,1,1,0,0x00002102,MEGACITY_STRIP_B.PCPACK
0X01058E08,j15i02_chainbpipe2_j,0x00000078,0XB811E112,sj15i02_furnace_00_hgt,1,1,1,0,0x00001CF1,J15I02.PCPACK
